Mints and references;Present day locality;Palm-tree evidence period barycenter;Palm-tree evidence period;Palm groves;Coinages;Date remains;Inflorescence;Leaves;Stems and charcoal;Pollen;Phytoliths;Texts and maps;Pottery;Wood paintings, papyri and scrolls;Jewelry, gold cups and seals;Rock and Wall painting and mosaic;Sculpture (stone, bronze and wood);References;Taxa;Latitude;Longitude;Altitude;a10
Tell Abraq, United Arab Emirates;Several samples of Tell Abraq, United Arab Emirates, contained complete Fruits and charcoal, suggesting accidental burning , Date charcoal and stones , Stem, Leaf fragments, impressions on mud brick BA_TELLABR_1;2200 BC;-2200;0;0;0;0;1;0;0;0;0;0;0;0;0;0;Beech 2003, Willcox and Tengberg 1995, Tengberg 2012;P dactylifera;25,48333333;55,55000000;6;60
Tell el Oueili;Tell el-Oueili, Iraq, Neolithic, seeds, stem, leaf fragments;4700-4200 cBC;-4400;0;0;0;0;1;0;0;0;0;0;0;0;0;0;Tengberg 2012;P dactylifera;31,26180278;45,89401667;5;50
Thebes;Dra Abu el-Naga, Fibers Phoenix dactylifera E 13428;?;-1550;0;0;0;0;1;0;0;0;0;0;0;0;0;0;Oriental Institute University of Chicago;P dactylifera;25,73416667;32,60833333;82;820
Thebes;Qurnet el Murai, Stalk from the Tomb of Sennozem E 13427;1550-1077 BC;-1550;0;0;0;0;1;0;0;0;0;0;0;0;0;0;Oriental Institute University of Chicago;P dactylifera;25,73416667;32,60833333;82;820
Thebes;Mimusops leaves with strips of palm E 13482;1550-1077 BC;-1550;0;0;0;0;1;0;0;0;0;0;0;0;0;0;Oriental Institute University of Chicago;P dactylifera;25,73416667;32,60833333;82;820
Umm an Nar;Umm an Nar culture, Sas al Nakhl Island, UAE  impressions on mud brick;2700-2200 BC;-2500;0;0;0;0;1;0;0;0;0;0;0;0;0;0;Tengberg 2012;P dactylifera;24,44193889;54,51489444;2;20
Valley of the Queens;Tomba di Nefertari QV 66 suola di palma Valley of the Queens Torino S 05160/2 RCGE 14471;1200 BC;-1200;0;0;0;0;1;0;0;0;0;0;0;0;0;0;Museo Egizziano Torino;P dactylifera;25,72786111;32,59261111;96;960
Oyo oasis;Leaves of a fallen date palm (Phoenix dactylifera) partly buried by dune sand were radiocarbon dated 510 + 80 B,P, (A-4927);510 +-80 BP;1480;0;0;0;0;1;0;0;0;0;0;0;0;0;0;Haynes 1989;P dactylifera;19,24694444;26,14722222;523;5230
Bzima (Buzaymah Oasis, Kufra Region);Bzima (Kufrah), Bzima I remains of leaves from the ceillings of houses, Also known as Buzaymah and Bazimah;2000 AD;2000;0;0;0;0;1;0;0;0;0;0;0;0;0;0;Buhagar 2012;P dactylifera;24,88198333;22,05396389;303;3030
Hierakonpolis;14 leaf fragments among the macroremains from a predynastic temple in Hierakonpolis Upper Egypt;3500 BC;-3500;0;0;0;0;1;0;0;0;0;0;0;0;0;0;Fadl et al 2013;P dactylifera;25,09722222;32,77944444;85;850
Hierakonpolis;Ropes made from the fibers of date palm (Phoenix dactylifera) were recorded from tombs 5, 6 (3700 BC) and 7 (3050 BC) of cemetery HK 5;3700 BC;-3700;0;0;0;0;1;0;0;0;0;0;0;0;0;0;Fahmy et al, 2008;P dactylifera;25,09722222;32,77944444;85;850
Hierakonpolis;Ropes made from the fibers of date palm (Phoenix dactylifera) were recorded from tombs 5, 6 (3700 BC) and 7 (3050 BC) of cemetery HK 6;3050 BC;-3050;0;0;0;0;1;0;0;0;0;0;0;0;0;0;Fahmy et al, 2008;P dactylifera;25,09722222;32,77944444;85;850
Hajar ibn Humayd;Les seuls éléments tangibles sont des fragments de palme dans les vestiges d’une toiture effondrée du niveau F1 de Hajar ibn ?umayd, daté du milieu du Ier millénaire av, J,-C, (Van Beek 1969 : 27),;500 BC;-500;0;0;0;0;1;0;0;0;0;0;0;0;0;0;Schiettecatte 2013;P dactylifera;14,84973611;45,53031944;1200;12000
Khawr R?r?;"Ce sont d’une part la présence d’empreintes de paniers en palmes tressées retrouvées dans le comblement de deux entrepôts datés du début de l’ère chrétienne, à Khawr R?r? (al-Mashani et al 2006 : 10) et Bi?r ?Al? (Sedov 2010 : 186, pl, 85), Ces découvertes font écho au témoignage de Pline l’Ancien (Hist, nat, XII, 32, 1) relatif à la récolte de l’encens : « On pratique des incisions là où l’écorce paraît le plus gorgée […], Il en jaillit une écume onctueuse, […] ; on la reçoit sur des nattes de palmier quand la nature du lieu l’exige, autrement sur une aire battue alentour »,";50 AD;50;0;0;0;0;1;0;0;0;0;0;0;0;0;0;Schiettecatte 2013;P dactylifera;17,04170278;54,29634167;7;70
Bi?r ?Al? ;"Ce sont d’une part la présence d’empreintes de paniers en palmes tressées retrouvées dans le comblement de deux entrepôts datés du début de l’ère chrétienne, à Khawr R?r? (al-Mashani et al 2006 : 10) et Bi?r ?Al? (Sedov 2010 : 186, pl, 85), Ces découvertes font écho au témoignage de Pline l’Ancien (Hist, nat, XII, 32, 1) relatif à la récolte de l’encens : « On pratique des incisions là où l’écorce paraît le plus gorgée […], Il en jaillit une écume onctueuse, […] ; on la reçoit sur des nattes de palmier quand la nature du lieu l’exige, autrement sur une aire battue alentour »,";50 AD;50;0;0;0;0;1;0;0;0;0;0;0;0;0;0;Schiettecatte 2013;P dactylifera;14,02515556;48,50953611;7;70
Brives-Charensac, Puy-en-Velay;Read and Hickey (1972) explicitly mention typical leaves of genus Phoenix from the Eocene of Puy-en-Velay (France),;45 Ma;-45000000;0;0;0;0;1;0;0;0;0;0;0;0;0;0;Schiettecatte 2013;P dactylifera;45,05222500;3,92947222;705;7050
Abu Qubur;Abu Qubur, Iraq, carbonized culms;247 BC–224 AD;-247;0;0;0;0;0;1;0;0;0;0;0;0;0;0;Rivera et al, 2014;P dactylifera;31,85014722;45,53328333;15;150
Abu-Sha'ar, Red Sea;Dessicated and carbonized wood fragments;c, 500 AD;500;0;0;0;0;0;1;0;0;0;0;0;0;0;0;Fadi 2013;P dactylifera;27,38054444;33,58571111;212;2120
Aydhab;The medieval Indian Ocean ships used caulking made from the wood of the date palm and further sealed with a mixture of pitch of resins and whale oil, or at times fish or shark oil;c, 1180 AD;1180;0;0;0;0;0;1;0;0;0;0;0;0;0;0;Meyer 1992;P dactylifera;22,33083333;36,49027778;0;0
Bat;Bat, Oman, Bronze Age, seeds, stem, leaf fragments, impressions on mud brick;2500-2000 BC;-2300;0;0;0;0;0;1;0;0;0;0;0;0;0;0;Tengberg 2012;P dactylifera;24,52237778;56,27739444;477;4770
Berenike;Dessicated and carbonized wood fragments;c, 250 AD;250;0;0;0;0;0;1;0;0;0;0;0;0;0;0;Fadi 2013;P dactylifera;23,91823611;35,46934167;7;70
Delos;the remains of palm trunk columns at Al Ubaid in the Early Dynastic III period, Here we found not only frafments of copper plated wooden columns but also palm logs coated with bitumen overlaid by mother of pearl, limestone and shell bitumen mosaic in palm tree mosaic, adopted by the Hellenistic Greeks during Seleucid times to become an accepted mode of luxury decoration at e,g, Delos and Delphi;c, 300 BC;-300;0;0;0;0;0;1;0;0;0;0;0;0;0;0;Wright 2009;P dactylifera;37,39333333;25,27111111;29;290
Delphi;the remains of palm trunk columns at Al Ubaid in the Early Dynastic III period, Here we found not only frafments of copper plated wooden columns but also palm logs coated with bitumen overlaid by mother of pearl, limestone and shell bitumen mosaic in palm tree mosaic, adopted by the Hellenistic Greeks during Seleucid times to become an accepted mode of luxury decoration at e,g, Delos and Delphi;c, 300 BC;-300;0;0;0;0;0;1;0;0;0;0;0;0;0;0;Wright 2009;P dactylifera;38,48222222;22,50083333;580;5800
Ein Gedi, Judaea;Early Roman Period The botanical finds include dozens of wood samples: date palm 53 % of these finds… (Overall calculation for the ensemble of periods);0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;Hirschfeld 2004;P dactylifera;31,45152222;35,38217500;-281;-2810
Ein Gedi, Judaea;Late Roman Period, The botanical finds include dozens of wood samples: date palm 53 % of these finds… (Overall calculation for the ensemble of periods);250 AD;250;0;0;0;0;0;1;0;0;0;0;0;0;0;0;Hirschfeld 2004;P dactylifera;31,45152222;35,38217500;-281;-2810
Ein Gedi, Judaea;Byzantine Period The botanical finds include dozens of wood samples: date palm 53 % of these finds… (Overall calculation for the ensemble of periods);500 AD;500;0;0;0;0;0;1;0;0;0;0;0;0;0;0;Hirschfeld 2004;P dactylifera;31,45152222;35,38217500;-281;-2810
Failaka;Charred date stones, stem and leaf fragments, BAFAILAKA1;2000 BC;-2000;0;0;0;0;0;1;0;0;0;0;0;0;0;0;"Rowley-Conwy 1987 cited by Beech 2003, Nesbitt 1993 a; Willcox and Tengberg 1995, Tengberg 2012";P dactylifera;29,44316111;48,28931111;5;50
Feewat;Feewat - Fewet, Wadi Tanezzuft, Ghat, Libya;400 BC-750 AD;-400;0;0;0;0;0;1;0;0;0;0;0;0;0;0;Mercuri et al, 2009;P dactylifera;24,95255833;10,08074444;687;6870
Garajonay National Park;Garajonay National Park, La Gomera, Spain, palm charcoal in human charcoal peaks;c, 1150 BC;-1150;0;0;0;0;0;1;0;0;0;0;0;0;0;0;Nogué et al, 2013;Phoenix;28,14142778;-17,25702222;995;9950
Garajonay National Park;Garajonay National Park, La Gomera, Spain, palm charcoal in human charcoal peaks;c, 150 AD;150;0;0;0;0;0;1;0;0;0;0;0;0;0;0;Nogué et al, 2013;Phoenix;28,14142778;-17,25702222;995;9950
Hili;A high number of carbonized date-stones were recovered Seeds, stem, leaf fragment BA_HILI8_1;3000 to 2500 BC;-3000;0;0;0;0;0;1;0;0;0;0;0;0;0;0;Costantini 1995, Fuller and Madella 2001, Tengberg 2012;P dactylifera;24,29270000;55,79410000;267;2670
Kharga;Kharga Oasis (S Egypt, W of Nile River) The deposits were of Late Pleistocene (14,000 BC) age, dated culturally to Aterian (early Upper Palaeolithic) times… The occurrence of the loam beds, containing carbonized reed-stems, and yielding also fruit stones of a wild date (identified by Mrs, Clement Reid as Phoenix sylvestris (L,) Roxb, )  PLEI_KHARGA;14000 BC;-14000;0;0;0;0;0;1;0;0;0;0;0;0;0;0;Caton and Gardner 1932, Gardner 1935;P reclinata;25,43920556;30,55858056;63;630
Konar Sandal;Konar Sandal, Iran, Bronze Age, seeds, stem, leaf fragments;3000-2500 BC;-2700;0;0;0;0;0;1;0;0;0;0;0;0;0;0;Tengberg 2012;P dactylifera;28,44946667;57,77844722;576;5760
Kuntillet Ajrud ;Date palm remains dated c, 500 BC from Kuntillet Ajrud (Finkelstein and Piasetzky 2008) E Sinai Peninsula Semitic, Israeli - Phoenician;500 BC;-500;0;0;0;0;0;1;0;0;0;0;0;0;0;0;Finkelstein and Piasetzky 2008;P dactylifera;30,19305556;34,42111111;404;4040
Kush, UAE;Kush, Ras al Khaimah UAE, Sasanian, Islamic, seeds, stem leaf fragments;350-1250 AD;900;0;0;0;0;0;1;0;0;0;0;0;0;0;0;Tengberg 2012;P dactylifera;25,07102500;55,97813889;6;60
Mleiha;Mleihah, Sharjah, UAE, seeds, stem, leaf fragments;500 BC;-500;0;0;0;0;0;1;0;0;0;0;0;0;0;0;Chocarro and Barrón 1999, Tengberg 2012;P dactylifera;25,13021389;7,92986389;153;1530
Muweilah;Muweilah Area, Sharjah, United Arab Emirates, seeds, fruits, stem, leaf fragments;Iron Age;-600;0;0;0;0;0;1;0;0;0;0;0;0;0;0;Magee 1996, Tengberg 2012;P dactylifera;25,22013056;55,50069722;48;480
Ortenburg;Palmoxylon sp, Arecaceae Botanical affinity P, dactylifera in Ottnangian Ortenburger Schotter (Molasses);c, 18000000 BC;-18000000;0;0;0;0;0;1;0;0;0;0;0;0;0;0;Böhme et al, 2007;P dactylifera;48,56055556;13,24666667;443;4430
Puig Major, Majorca;An example of this relationship is provided by the early Miocene ( Burdigalian) flora of Majorca (Arenes & Depape, 1956) , dominated by broadleaved sclero-phyllous taxa, These include Phoenix and Sabal among the palms, and evergreen dicots such as Laurus, Myrica, Persea, Pistacia, Quercus, Sapindus and Zanthox-ylum that are similar to living species and are represented by related;18 000 000 BC;-18000000;0;0;0;0;0;1;0;0;0;0;0;0;0;0;Axelrod 1975;P dactylifera;39,80171667;2,96487778;909;9090
Qal’at al Bahrain;Qal’at al Bahrain, Date stones, seeds stem-leaf fragments, impressions on mud brick BA_QALBAH;1475 BC;-1475;0;0;0;0;0;1;0;0;0;0;0;0;0;0;Beech 2003, Nesbitt 1993 a, Tengberg 2012;P dactylifera;26,23342500;50,52037222;11;110
Qumran;Qumran, Israel;233-167 BC;-233;0;0;0;0;0;1;0;0;0;0;0;0;0;0;Broshi and Eshel 2004;P dactylifera;31,74153889;35,45911111;-330;-3300
Qumran;Qumran, Israel;233-167 BC;-233;0;0;0;0;0;1;0;0;0;0;0;0;0;0;Wagemakers and Taylor 2011;P dactylifera;31,74153889;35,45911111;-330;-3300
Saar;The variation in length (10,40 to 19,50 mm) is particularly striking, and is possible that, once large numbers of stones are available for measurement, clusters of different sizes conforming to varieties may become apparent, stems, leaf fragments, phytoliths BA_SAAR1;1800 BC;-1800;0;0;0;0;0;1;0;0;0;0;0;0;0;0;Nesbitt 1993 a, Tengberg, 2012;P dactylifera;26,19666667;50,48555556;14;140
Shahr-i-Sokhta;Shahr-i-Sokhta, Iran, Bronze Age, stem, Leaf fragments;2700 BC;-2700;0;0;0;0;0;1;0;0;0;0;0;0;0;0;Tengberg 2012;P dactylifera;30,59527778;61,32638889;488;4880
Tell Abraq, United Arab Emirates;Several samples of Tell Abraq, United Arab Emirates, contained complete Fruits and charcoal, suggesting accidental burning , Date charcoal and stones , Stem, Leaf fragments, impressions on mud brick BA_TELLABR_1;2200 BC;-2200;0;0;0;0;0;1;0;0;0;0;0;0;0;0;Beech 2003, Willcox and Tengberg 1995, Tengberg 2012;P dactylifera;25,48333333;55,55000000;6;60
Tell Al-Ubaid;At Al Ubaid in the late Early Dynastic period, palm trunks were used as the cores for mosaic and sheathed columns;c, 2400 BC;-2400;0;0;0;0;0;1;0;0;0;0;0;0;0;0;Weiss 1985;P dactylifera;30,97222222;46,03055556;7;70
Tell Al-Ubaid;the remains of palm trunk columns at Al Ubaid in the Early Dynastic III period, Here we found not only frafments of copper plated wooden columns but also palm logs coated with bitumen overlaid by mother of pearl, limestone and shell bitumen mosaic in palm tree mosaic;c, 2400 BC;-2400;0;0;0;0;0;1;0;0;0;0;0;0;0;0;Wright 2009;P dactylifera;30,97222222;46,03055556;7;70
Tell el Oueili;Tell el-Oueili, Iraq, Neolithic, seeds, stem, leaf fragments;4700-4200 cBC;-4400;0;0;0;0;0;1;0;0;0;0;0;0;0;0;Tengberg 2012;P dactylifera;31,26180278;45,89401667;5;50
Ur;there are many interesting examples of mud brick columns intricately fashioned to simulate the imbricated aspect of the palm trunk … More direct evidence is afforded through the practice of ennobling wooden columns by metal (copper sheating) and this metal plating was decorated to resemble a palm trunk, An early example of this technique was discovered at 1st Dynasty Ur;c, 2500 BC;-2500;0;0;0;0;0;1;0;0;0;0;0;0;0;0;Wright 2009;P dactylifera;30,96250000;46,10305556;3;30
Ur;The defeat of Nabonidus by Cyrus king of Persia was followed by the systematic destruction of his monuments… Room 3,, from 0,25 m - 1,50 m up there were found quantities of charred palm-wood;c, 540 BC;-540;0;0;0;0;0;1;0;0;0;0;0;0;0;0;Woolley and Mallowan 1962;P dactylifera;30,96250000;46,10305556;3;30
Ur;The defeat of Nabonidus by Cyrus king of Persia was followed by the systematic destruction of his monuments… Room 6,, Charred palm-wood between 0,5 and 1,5 m,;c, 540 BC;-540;0;0;0;0;0;1;0;0;0;0;0;0;0;0;Woolley and Mallowan 1962;P dactylifera;30,96250000;46,10305556;3;30
Khirbat en-Nahas;Date palm seeds and stem fragments were recovered at the Iron Age copper production site of Khirbat en-Nahas in southern Transjordan (Jordan) (dated 1000-800 BC) in form of charcoal related to copper smelting (Levy et al, 2008);900 BC;-900;0;0;0;0;0;1;0;0;0;0;0;0;0;0;Levy et al, 2008;P dactylifera;30,68055556;35,43611111;80;800
Konar Sandal;Phoenix charcoal in the Bonze Age layers IX and XI only 2 fragments;c, 2500 BC;-2500;0;0;0;0;0;1;0;0;0;0;0;0;0;0;Mashkour & Tengberg 2013;P dactylifera;28,44946667;57,77844722;576;5760
Konar Sandal;Phoenix charcoal in the Iron Age layers a 5,4 b% of the total of charcoal samples;c, 1000 BC;-1000;0;0;0;0;0;1;0;0;0;0;0;0;0;0;Mashkour & Tengberg 2013;P dactylifera;28,44946667;57,77844722;576;5760
Zukayt;The presence of palm phytoliths interpreted as date palm (P, dactylifera) in a jar from Tomb ZKT 109 dated to Jemdet Nasr / Early Dynastic I-II period (c, 3100-2700 BC) also pollen grains (Fig, 3);3000 BC;-3000;0;0;0;0;0;1;0;0;0;0;0;0;0;0;Bortolini et al, 2017;P dactylifera;22,88333333;57,75000000;499;4990
Arroyo del Culebro;Arroyo del Culebro, Leganés, Madrid, pollen, Aragoniense Medio;c, 14000000 BC;-14000000;0;0;0;0;0;0;1;0;0;0;0;0;0;0;Cuevas 2005;Phoenix;40,32752778;-3,79956111;683;6830
Failaka;Charred date stones, stem and leaf fragments, BAFAILAKA1;2000 BC;-2000;0;0;0;0;0;0;1;0;0;0;0;0;0;0;"Rowley-Conwy 1987 cited by Beech 2003, Nesbitt 1993 a; Willcox and Tengberg 1995, Tengberg 2012";P dactylifera;29,44316111;48,28931111;5;50
Garajonay National Park;Garajonay National Park, La Gomera, Spain, pollen in substantial proportions;c, 7050 BC;-7050;0;0;0;0;0;0;1;0;0;0;0;0;0;0;Nogué et al, 2013;Phoenix;28,14142778;-17,25702222;995;9950
Garajonay National Park;Garajonay National Park, La Gomera, Spain, pollen in substantial proportions;c, 5050 BC;-5050;0;0;0;0;0;0;1;0;0;0;0;0;0;0;Nogué et al, 2013;Phoenix;28,14142778;-17,25702222;995;9950
Garajonay National Park;Garajonay National Park, La Gomera, Spain, pollen in substantial proportions;c, 4050 BC;-4050;0;0;0;0;0;0;1;0;0;0;0;0;0;0;Nogué et al, 2013;Phoenix;28,14142778;-17,25702222;995;9950
Garajonay National Park;Garajonay National Park, La Gomera, Spain, pollen in substantial proportions;c, 1450 AD;1450;0;0;0;0;0;0;1;0;0;0;0;0;0;0;Nogué et al, 2013;Phoenix;28,14142778;-17,25702222;995;9950
Georgia;Eocene, pollen of Arecaceae (Phoenix sp,);c, 56 - 34 million yr, BC;-40000000;0;0;0;0;0;0;1;0;0;0;0;0;0;0;Shatilova et al, 2011;Phoenix;42,19805556;43,37138889;838;8380
Kurkur oasis;Pliocene U8, pollen of Phoenix sp, 3,7%;c, 3,6 million yr, BC;-3600000;0;0;0;0;0;0;1;0;0;0;0;0;0;0;Maley 1980;Phoenix;23,90388889;32,32500000;318;3180
Kurkur oasis;Pliocene U4, pollen of Phoenix sp, 9%;c, 2,6 million yr, BC;-2600000;0;0;0;0;0;0;1;0;0;0;0;0;0;0;Maley 1980;Phoenix;23,90388889;32,32500000;318;3180
La Laguna;La Laguna, Tenerife, pollen;c, 2149 BC;-2149;0;0;0;0;0;0;1;0;0;0;0;0;0;0;De Nascimento et al, 2009;Phoenix;28,49588611;-16,32298056;555;5550
La Laguna;La Laguna, Tenerife, pollen;c, 1354 BC;-1354;0;0;0;0;0;0;1;0;0;0;0;0;0;0;De Nascimento et al, 2009;Phoenix;28,49588611;-16,32298056;555;5550
La Laguna;La Laguna, Tenerife, pollen;c, 57 AD;57;0;0;0;0;0;0;1;0;0;0;0;0;0;0;De Nascimento et al, 2009;Phoenix;28,49588611;-16,32298056;555;5550
La Laguna;La Laguna, Tenerife, pollen;c, 950;950;0;0;0;0;0;0;1;0;0;0;0;0;0;0;De Nascimento et al, 2009;Phoenix;28,49588611;-16,32298056;555;5550
Laguna de Valleseco;Laguna de Valleseco, Valleseco, Gran Canaria, pollen;c, 2509 BC;-2509;0;0;0;0;0;0;1;0;0;0;0;0;0;0;De Nascimento et al, 2015;Phoenix;28,06493611;-15,56433889;871;8710
Laguna de Valleseco;Laguna de Valleseco, Valleseco, Gran Canaria, pollen;c, 396 BC;-396;0;0;0;0;0;0;1;0;0;0;0;0;0;0;De Nascimento et al, 2015;Phoenix;28,06493611;-15,56433889;871;8710
Laguna de Valleseco;Laguna de Valleseco, Valleseco, Gran Canaria, pollen;c, 50 BC;-50;0;0;0;0;0;0;1;0;0;0;0;0;0;0;De Nascimento et al, 2015;Phoenix;28,06493611;-15,56433889;871;8710
Laguna de Valleseco;Laguna de Valleseco, Valleseco, Gran Canaria, pollen;c, 87 AD;87;0;0;0;0;0;0;1;0;0;0;0;0;0;0;De Nascimento et al, 2015;Phoenix;28,06493611;-15,56433889;871;8710
Lake Baringo;Pollen of Arecaceae (Phoenix reclinata);1725 AD;1725;0;0;0;0;0;0;1;0;0;0;0;0;0;0;Kiage and Liu 2009;P reclinata;0,60555556;36,07000000;976;9760
Lake Baringo;Pollen of Arecaceae (Phoenix reclinata);1675 AD;1675;0;0;0;0;0;0;1;0;0;0;0;0;0;0;Kiage and Liu 2009;P reclinata;0,60555556;36,07000000;976;9760
Lake Bogoria;Pollen of Arecaceae (Phoenix reclinata);c, 11500 BC;-11500;0;0;0;0;0;0;1;0;0;0;0;0;0;0;Olago 2001;P reclinata;0,21000000;36,11111111;991;9910
Lake Chibwera;Pollen of Arecaceae (Phoenix reclinata);2002 AD;2002;0;0;0;0;0;0;1;0;0;0;0;0;0;0;Semmanda et al, 2014;P reclinata;-0,15055556;30,15833333;953;9530
Lake Chibwera;Pollen of Arecaceae (Phoenix reclinata);1910 AD;1910;0;0;0;0;0;0;1;0;0;0;0;0;0;0;Semmanda et al, 2014;P reclinata;-0,15055556;30,15833333;953;9530
Lake Chibwera;Pollen of Arecaceae (Phoenix reclinata);1850 AD;1850;0;0;0;0;0;0;1;0;0;0;0;0;0;0;Semmanda et al, 2014;P reclinata;-0,15055556;30,15833333;953;9530
Lake Masoko;Pollen of Arecaceae (Phoenix reclinata);c, 2000 BC;-2000;0;0;0;0;0;0;1;0;0;0;0;0;0;0;Vincens et al, 2003;P reclinata;-9,33333333;33,75527778;861;8610
Lake Masoko;Pollen of Arecaceae (Phoenix reclinata);c, 400 AD;400;0;0;0;0;0;0;1;0;0;0;0;0;0;0;Vincens et al, 2003;P reclinata;-9,33333333;33,75527778;861;8610
Lake Masoko;Pollen of Arecaceae (Phoenix reclinata);c, 1700 AD;1700;0;0;0;0;0;0;1;0;0;0;0;0;0;0;Vincens et al, 2003;P reclinata;-9,33333333;33,75527778;861;8610
Lake Sinnda;Pollen of Arecaceae (Phoenix reclinata);c, 3200 BC;-3200;0;0;0;0;0;0;1;0;0;0;0;0;0;0;Olago 2001;P reclinata;-3,83555556;12,80416667;128;1280
Lake Sinnda;Pollen of Arecaceae (Phoenix reclinata);c, 2800 BC;-2800;0;0;0;0;0;0;1;0;0;0;0;0;0;0;Olago 2001;P reclinata;-3,83555556;12,80416667;128;1280
Lake Sinnda;Pollen of Arecaceae (Phoenix reclinata);c, 2100 BC;-2100;0;0;0;0;0;0;1;0;0;0;0;0;0;0;Olago 2001;P reclinata;-3,83555556;12,80416667;128;1280
Lake Sinnda;Pollen of Arecaceae (Phoenix reclinata);c, 800 AD;800;0;0;0;0;0;0;1;0;0;0;0;0;0;0;Olago 2001;P reclinata;-3,83555556;12,80416667;128;1280
Lake Yoa;Lake Yoa, Ennedi, Chad, Pollen P, dactylifera;c, 500 AD;500;0;0;0;0;0;0;1;0;0;0;0;0;0;0;Lézine et al, 2011;P dactylifera;19,06788333;20,51533611;385;3850
Lake Yoa;Lake Yoa, Ennedi, Chad, Pollen P, dactylifera;c, 1000 AD;1000;0;0;0;0;0;0;1;0;0;0;0;0;0;0;Lézine et al, 2011;P dactylifera;19,06788333;20,51533611;385;3850
Lake Yoa;Lake Yoa, Ennedi, Chad, Pollen P, dactylifera;c, 1250 AD;1250;0;0;0;0;0;0;1;0;0;0;0;0;0;0;Lézine et al, 2011;P dactylifera;19,06788333;20,51533611;385;3850
Lake Yoa;Lake Yoa, Ennedi, Chad, Pollen P, dactylifera;c, 1500 AD;1500;0;0;0;0;0;0;1;0;0;0;0;0;0;0;Lézine et al, 2011;P dactylifera;19,06788333;20,51533611;385;3850
Lake Yoa;Lake Yoa, Ennedi, Chad, Pollen P, dactylifera;c, 1750 AD;1750;0;0;0;0;0;0;1;0;0;0;0;0;0;0;Lézine et al, 2011;P dactylifera;19,06788333;20,51533611;385;3850
Lake Yoa;Lake Yoa, Ennedi, Chad, Pollen P, dactylifera;c, 2000 AD;2000;0;0;0;0;0;0;1;0;0;0;0;0;0;0;Lézine et al, 2011;P dactylifera;19,06788333;20,51533611;385;3850
